beneficiary_id,account_id,beneficiary_name,beneficiary_account_number,beneficiary_bank,beneficiary_ifsc_swift,relationship_to_account_holder,date_added,is_first_time_beneficiary,is_verified,beneficiary_risk_flag,total_transfers_to_date
BENE000202,ACC000081,Jhalak Vala,GPOM7499616592661,Axis Bank,BQKOGBOJ,unknown/first-time,2024-12-26,False,True,watchlist,12
BENE000203,ACC000082,Fiyaz Mannan,ONCZ7422438649081,Kotak Mahindra Bank,BQDQGB10,self,2025-11-09,False,True,none,27
BENE000204,ACC000082,Ucchal Kulkarni,LISC8017226016459,Union Bank of India,XOYVGB2Q,business_partner,2025-11-11,True,True,none,15
BENE000205,ACC000083,Rachit Kakar,FCXT4168006102776,Axis Bank,VXTXGB5T,friend,2023-05-11,False,True,none,15
BENE000206,ACC000084,Megha Mittal,CEEA3103037236831,Union Bank of India,JYOEGB41,vendor,2024-10-11,False,False,none,5
BENE000207,ACC000085,Jackson Ganesan,EXWO7707933496050,IndusInd Bank,DUWNGB05,friend,2024-09-26,True,True,none,3
BENE000208,ACC000086,Balhaar Sura,MPQS9730806958146,Kotak Mahindra Bank,PDPTGBW2,employer,2023-05-16,True,True,none,3
BENE000209,ACC000086,Ansh Edwin,JXGP5738395972466,HDFC Bank,VUXLGB4K,friend,2022-07-07,False,False,none,26
BENE000210,ACC000086,Barkha Chadha,VPEF3297167433800,Union Bank of India,LILVGBKL,business_partner,2016-03-15,True,False,none,27
BENE000211,ACC000086,Devansh Nazareth,NDTH1837455084289,Union Bank of India,VDWBGB23,self,2021-10-20,False,True,none,21
BENE000212,ACC000087,Hitesh Chaudry,RBQD2135247871255,ICICI Bank,EDGOGB0A,self,2025-08-27,True,True,none,12
BENE000213,ACC000087,Urvi Om,JQFC4565328632666,State Bank of India,OQZVGBXB,unknown/first-time,2025-06-21,False,True,none,30
BENE000214,ACC000088,Madhav Anne,WZQC1556260602908,Axis Bank,JNMVGB9T,family,2020-03-07,True,True,none,37
BENE000215,ACC000088,Hemangini Anand,IQTE6738997563410,IDFC First Bank,RKMXGBI7,unknown/first-time,2022-11-07,False,True,none,34
BENE000216,ACC000088,Tanay Chander,QRJQ5200894346810,State Bank of India,LIUQGBWH,vendor,2022-06-08,True,True,none,0
BENE000217,ACC000088,Jeet Sen,JSXA7539989354492,Union Bank of India,WMQXGBPG,unknown/first-time,2025-07-30,False,True,none,32
BENE000218,ACC000089,Zaitra Hans,YLOD2661106273715,Yes Bank,VQMSGB97,family,2024-09-08,False,True,none,21
BENE000219,ACC000090,Aishani Tara,UNOW7622827728813,Punjab National Bank,OPBXGBK9,unknown/first-time,2025-09-04,False,True,watchlist,36
BENE000220,ACC000090,Jagat Rege,DDLS4082154544702,Union Bank of India,EZSNGBDT,friend,2025-07-28,False,True,none,29
BENE000221,ACC000091,Tanveer Goswami,XPAD8510679497567,Axis Bank,XTEYGBI6,self,2024-05-07,False,True,none,13
BENE000222,ACC000092,Shivani Sen,EXKC9966365807412,Yes Bank,WASUGBT9,business_partner,2025-08-01,False,True,none,0
BENE000223,ACC000092,Frederick Hans,TRSY0983780182043,HDFC Bank,HWSOGBF8,self,2025-07-18,False,True,none,9
BENE000224,ACC000093,Neelima Bath,PAKN2608564111824,Axis Bank,EFIYGBFJ,unknown/first-time,2025-01-04,False,True,none,1
BENE000225,ACC000093,Nikita Gara,BTKF0046152654610,Axis Bank,GHYTGBP5,friend,2023-04-06,True,True,watchlist,11
BENE000226,ACC000093,Ishwar Luthra,BKOR6170630489138,IDFC First Bank,UZEJGB02,family,2023-04-13,False,True,none,16
BENE000227,ACC000094,Xiti Jani,ZELR2386870079420,State Bank of India,BPITGBQY,vendor,2021-08-12,True,True,watchlist,19
BENE000228,ACC000095,Simon Uppal,JBFX8914161284639,Yes Bank,QZKVGBVQ,business_partner,2023-05-25,True,True,watchlist,39
BENE000229,ACC000095,Anjali Korpal,VKKG7950209700268,ICICI Bank,WWPYGBZ8,self,2022-06-05,False,True,none,12
BENE000230,ACC000095,Faras Yohannan,AVOV1569562017537,IndusInd Bank,AHXAGBRW,unknown/first-time,2023-05-28,False,True,none,40
BENE000231,ACC000095,Gautam Mitter,ZWHH7504793036149,HDFC Bank,QPFRGBML,business_partner,2024-06-06,True,True,watchlist,18
BENE000232,ACC000096,Kabir Bhattacharyya,EISH8430894870605,Axis Bank,NNIDGB73,self,2024-07-20,False,True,watchlist,32
BENE000233,ACC000096,Janaki Varughese,YBXH0468750635190,Punjab National Bank,XHWNGBEP,family,2024-12-19,False,True,none,39
BENE000234,ACC000097,Nitesh Narayan,JCUU1076095431735,IDFC First Bank,BKQZGBPE,vendor,2025-12-25,True,True,none,29
BENE000235,ACC000098,Girish Sekhon,SDCB0651207049611,Yes Bank,VBRBGBSY,employer,2025-10-21,False,False,none,31
BENE000236,ACC000098,Gopal Roy,HTZV9076769915078,Kotak Mahindra Bank,KSGDGBGA,employer,2023-04-23,False,True,none,12
BENE000237,ACC000099,Rishi Date,UQIL6797232002496,IndusInd Bank,QUYLGBT8,family,2022-11-20,True,False,watchlist,36
BENE000238,ACC000099,Manan Singh,JTKJ5089203880653,Yes Bank,GUGZGBEV,friend,2024-12-19,True,True,none,5
BENE000239,ACC000099,Vamakshi Sibal,TWKS9594652170730,Punjab National Bank,UHWHGB3N,employer,2023-04-11,False,True,none,29
BENE000240,ACC000099,Vasana Narula,ZXMG6205015081247,Union Bank of India,GUSYGBXC,friend,2023-11-28,False,False,none,26
BENE000241,ACC000100,Rushil Hora,JFHI2583230241026,Yes Bank,UZDKGBNT,friend,2020-11-13,False,True,none,14
BENE000242,ACC000100,Wriddhish Pingle,ZLVF8961122338655,ICICI Bank,TNUHGBCM,friend,2025-04-14,False,True,none,32
BENE000243,ACC000100,Manthan Narang,HBUZ4289731791286,IDFC First Bank,YUYQGBX5,unknown/first-time,2018-04-13,False,True,watchlist,6
BENE000244,ACC000101,Praneel Nagy,WLQW7774969033373,Yes Bank,MGJNGBYK,self,2020-11-12,True,True,none,21
BENE000245,ACC000102,Aachal Chad,EYCJ7853907895677,Kotak Mahindra Bank,NNLZGB5U,family,2024-03-22,False,True,none,19
BENE000246,ACC000102,Lavanya Bakshi,FOHI1514888143111,Yes Bank,LBRGGBVM,business_partner,2025-05-09,False,False,none,0
BENE000247,ACC000102,Zashil Mittal,XYVI3928404456690,IDFC First Bank,PUQYGBJZ,business_partner,2024-04-08,False,False,none,13
BENE000248,ACC000103,Utkarsh Kadakia,PHQS8775153663778,IDFC First Bank,ALESGBIT,employer,2025-08-03,True,False,none,29
BENE000249,ACC000103,Xalak Pant,KHNN6845909022599,ICICI Bank,TSMMGBNZ,friend,2024-01-14,False,False,none,26
BENE000250,ACC000103,Libni Guha,PDKS7412182097023,Punjab National Bank,CMJGGBOS,vendor,2025-08-12,True,True,none,36
BENE000251,ACC000103,Suhani Bhandari,LQAF5662128671632,Kotak Mahindra Bank,GJNWGB4K,unknown/first-time,2023-04-13,True,False,none,22
BENE000252,ACC000104,Samaksh Thakkar,WVOI3027169385977,IndusInd Bank,OSBXGBFS,vendor,2024-10-21,True,False,none,34
BENE000253,ACC000104,Idika Mishra,MTZF6329676291603,Yes Bank,FIURGBSE,employer,2019-03-04,False,True,watchlist,9
BENE000254,ACC000104,Wakeeta Sabharwal,YRDL1185672438070,Union Bank of India,CUWVGB3Y,unknown/first-time,2025-10-08,False,False,high_risk,13
BENE000255,ACC000105,Mohini Hayer,MBAI1257771183727,IDFC First Bank,IFFAGBGL,vendor,2019-03-11,True,False,none,36
BENE000256,ACC000105,Jeet Warrior,XMFC0427523083708,Kotak Mahindra Bank,UVWVGBGY,self,2019-01-17,False,True,none,11
BENE000257,ACC000105,Sachi Ben,TABY6335331060053,Union Bank of India,VVCHGBGK,vendor,2017-10-25,True,True,none,24
BENE000258,ACC000105,Chaitanya Sagar,QDKK8393866133155,Axis Bank,FAMUGBUA,family,2020-01-24,False,True,none,23
BENE000259,ACC000106,Simon Shanker,HCVI9501364971892,Yes Bank,IDTKGBYI,business_partner,2024-07-09,True,False,none,7
BENE000260,ACC000107,Parth Nadkarni,VPCK0997683890309,IndusInd Bank,YDJHGB1P,vendor,2024-12-02,False,True,none,13
BENE000261,ACC000107,Darpan Devan,LPJG2630397524508,Axis Bank,ZNUJGBBO,friend,2023-08-07,True,False,none,36
BENE000262,ACC000108,Hema Kibe,GRBV3396852701713,Axis Bank,BUEGGBIF,employer,2023-12-21,False,True,none,9
BENE000263,ACC000108,Samarth Keer,QCNX7423362934497,ICICI Bank,UGIZGB4F,business_partner,2022-12-15,False,True,none,36
BENE000264,ACC000108,Mitali Purohit,FPON8962706614982,Punjab National Bank,RXFIGBY3,vendor,2025-12-18,False,True,none,18
BENE000265,ACC000109,Sudiksha Mander,MRTP1527323008576,Kotak Mahindra Bank,NMXLGBY5,vendor,2019-09-09,False,False,none,39
BENE000266,ACC000109,Ekavir Rege,BDMS2364587506633,IndusInd Bank,PBLUGBBJ,vendor,2023-04-03,False,True,none,6
BENE000267,ACC000109,Tamanna Din,IHTS2011669183626,HDFC Bank,IWJQGB8Y,family,2019-05-25,False,True,watchlist,34
BENE000268,ACC000109,Nisha Chakraborty,DUSY5243640270116,ICICI Bank,QNUJGB1K,unknown/first-time,2020-05-27,False,False,none,35
BENE000269,ACC000110,Kavya Grewal,WEGP2817932302346,ICICI Bank,OUTDGBKF,business_partner,2022-10-10,False,True,none,10
BENE000270,ACC000111,Frederick Purohit,DICK0937710040901,IDFC First Bank,GQZAGBY7,self,2023-01-10,True,True,none,29
BENE000271,ACC000111,Vedika Solanki,YKTN5555356690551,Yes Bank,AOWMGBIB,unknown/first-time,2022-06-29,False,True,none,0
BENE000272,ACC000111,Ati Kothari,LOTV7863050505739,ICICI Bank,PMXTGBFW,unknown/first-time,2020-04-04,False,True,none,29
BENE000273,ACC000112,Vamakshi Chaudhry,XMJT3289802714872,ICICI Bank,ODPVGB8P,self,2025-03-30,False,True,none,28
BENE000274,ACC000112,Siddharth Garde,YVWC1602564347128,Punjab National Bank,UXPCGBVO,business_partner,2024-02-06,True,True,none,1
BENE000275,ACC000112,Hemal Purohit,WXXX6863341411159,ICICI Bank,GXDSGBXI,family,2024-02-29,False,True,none,25
BENE000276,ACC000112,Lajita Agarwal,JBSR3665528993160,ICICI Bank,ROKEGBSO,unknown/first-time,2022-12-17,True,True,none,22
BENE000277,ACC000113,Tamanna Din,TJEX0954814973746,HDFC Bank,BZKEGBNO,unknown/first-time,2024-06-24,True,True,none,3
BENE000278,ACC000113,Praneel Sura,XMJV2086567566184,IDFC First Bank,JWGWGB9Z,unknown/first-time,2025-01-13,False,True,none,19
BENE000279,ACC000114,Karan Naik,YZSZ0472927742333,Union Bank of India,XUALGBGJ,self,2024-10-30,True,False,none,15
BENE000280,ACC000114,Prisha Ganguly,BDLP2018596263013,Axis Bank,MPJWGBLY,family,2024-12-02,False,True,none,0
BENE000281,ACC000114,Ubika Raja,IUUO5011117830999,Axis Bank,PIWXGBGL,unknown/first-time,2024-11-11,False,True,high_risk,6
BENE000282,ACC000114,Veda Saraf,JSED5182606888718,State Bank of India,SRWZGBHN,unknown/first-time,2025-01-30,False,True,none,6
BENE000283,ACC000115,Pratyush Gole,AROZ5102932184011,IDFC First Bank,QJLRGBK1,unknown/first-time,2019-01-21,False,True,watchlist,25
BENE000284,ACC000115,Yuvraj Mital,BQZJ8729758598831,ICICI Bank,VBHBGBMJ,family,2019-06-21,False,True,none,11
BENE000285,ACC000115,Tanveer Desai,TRGS5429618446267,IndusInd Bank,CIVNGBJ8,unknown/first-time,2021-03-19,True,True,none,29
BENE000286,ACC000116,Ekavir Luthra,UWUG5989262566093,Kotak Mahindra Bank,CIDRGBH9,unknown/first-time,2023-07-17,True,True,none,13
BENE000287,ACC000116,Dominic Narayan,UCLK4234016361128,Kotak Mahindra Bank,XJSZGB5G,business_partner,2023-04-30,False,False,high_risk,6
BENE000288,ACC000117,Baghyawati Madan,TDBF5625889679240,ICICI Bank,VQWEGBIJ,employer,2021-01-31,False,False,none,8
BENE000289,ACC000117,Amara Bera,XULW3967275784468,State Bank of India,WHJUGBFT,unknown/first-time,2020-12-22,False,False,none,1
BENE000290,ACC000118,Dhriti Chana,UCCX3129014870682,IDFC First Bank,PPQVGB8H,unknown/first-time,2025-10-02,False,True,none,0
BENE000291,ACC000118,Akshay Gupta,XAWN8538909728321,HDFC Bank,LEQLGBD1,employer,2025-10-15,True,True,none,27
BENE000292,ACC000118,Ladli Garde,LDKV3814474430963,Union Bank of India,JUQBGB35,self,2024-04-20,True,True,none,18
BENE000293,ACC000118,Ishani Ahuja,TOKJ5105265016731,State Bank of India,QQENGBH5,vendor,2024-08-10,True,True,none,38
BENE000294,ACC000119,Nachiket Krishna,HPML4562841772256,Yes Bank,ALWGGBHM,family,2023-02-16,False,True,none,2
BENE000295,ACC000119,Banjeet Deol,MNXK0237416787256,IndusInd Bank,QXXMGBIH,unknown/first-time,2023-03-20,False,True,none,21
BENE000296,ACC000119,Ansh Date,ELQA3056906744716,Axis Bank,HTEXGB6L,family,2025-05-07,False,True,watchlist,15
BENE000297,ACC000119,Avni Contractor,IWHV6371892392312,Axis Bank,MBIGGBJ1,employer,2024-01-03,False,True,none,40
BENE000298,ACC000120,Ryan Chand,BMNQ4335670860414,Punjab National Bank,LILWGB0P,self,2024-11-21,True,True,none,9
BENE000299,ACC000121,Champak Gopal,BABV5347491624755,ICICI Bank,JDDVGBA9,family,2024-07-02,True,True,none,5
BENE000300,ACC000121,Garima Patel,XZLX9895343961129,Punjab National Bank,DBSUGBMM,friend,2020-11-09,False,True,none,11
BENE000301,ACC000122,Hardik Borde,RTKJ7382023684855,Kotak Mahindra Bank,OUWDGB1E,employer,2025-07-03,False,True,none,30
BENE000302,ACC000122,Oni Viswanathan,QZAF9424090367881,Yes Bank,FOYQGBY9,vendor,2025-05-09,True,True,none,27
BENE000303,ACC000123,Nandini Magar,GFAF9390878844344,Punjab National Bank,RDFHGBC8,self,2022-04-05,True,False,watchlist,19
BENE000304,ACC000123,Bishakha Baral,UEIE4033810595518,IDFC First Bank,IXENGBSU,family,2025-03-05,False,True,none,29
BENE000305,ACC000123,Advaith Parekh,HXIF4089164983735,Punjab National Bank,IGSUGBZJ,friend,2022-02-25,False,False,none,8
BENE000306,ACC000123,Vincent Saraf,LEPC7272239724042,Punjab National Bank,FMVTGBME,family,2018-05-27,False,True,none,32
BENE000307,ACC000124,Ekbal Sandhu,HOUM1820916601002,IndusInd Bank,HYCIGBJA,vendor,2024-09-01,False,True,none,19
BENE000308,ACC000124,Hitesh Nigam,WCGE7972457230848,Union Bank of India,DABDGB8S,self,2024-10-15,False,True,high_risk,7
BENE000309,ACC000124,Yasti Sagar,EAHA3662543617213,Union Bank of India,DJLCGBVH,family,2022-12-18,False,False,high_risk,22
BENE000310,ACC000125,Frado Bassi,TEFN8592624945147,Yes Bank,VLIZGBEA,unknown/first-time,2023-07-27,False,False,watchlist,15
BENE000311,ACC000125,Manan Nagarajan,EMOX7119642152265,Punjab National Bank,KPNPGB0V,self,2024-11-10,True,True,none,9
BENE000312,ACC000125,Yatan Rajagopal,NRPR8788361968931,Union Bank of India,HLAGGBBX,vendor,2023-12-13,False,True,none,37
BENE000313,ACC000125,Kiaan Choudhary,BLLY2472863330212,State Bank of India,MXAWGB1X,self,2023-10-27,False,True,none,24
BENE000314,ACC000126,Hitesh Borah,PTFA2521310962272,Union Bank of India,XQWJGB40,self,2023-06-06,False,True,watchlist,10
BENE000315,ACC000126,Sachi Arya,JDEB0928206678498,Kotak Mahindra Bank,JWHNGBKR,unknown/first-time,2021-08-02,False,False,none,26
BENE000316,ACC000126,Krishna Dass,XGMT0362891775662,ICICI Bank,BZLUGB1M,self,2024-06-05,False,True,none,17
BENE000317,ACC000126,Ikbal Chawla,CLTY5034281139043,Axis Bank,RGUBGBPR,unknown/first-time,2022-05-27,False,True,none,10
BENE000318,ACC000127,Chaitanya Sule,BBKC4054683565215,ICICI Bank,NXQDGB6J,self,2024-10-22,True,False,none,18
BENE000319,ACC000127,Lavanya Sood,SBJF2711332288985,IndusInd Bank,OZEKGBSX,family,2019-09-24,False,True,none,8
BENE000320,ACC000127,Balveer Ram,HGTT1297102481717,Punjab National Bank,KFJFGBER,family,2022-07-03,True,True,none,13
BENE000321,ACC000127,Ira Chakraborty,CFWY7474721970546,Axis Bank,NTVEGB2X,self,2024-08-09,True,True,none,12
BENE000322,ACC000128,Kashvi Chacko,VNQO4090380214629,Punjab National Bank,MCHMGB3F,unknown/first-time,2025-12-26,False,True,watchlist,10
BENE000323,ACC000128,Unnati Sidhu,UROD1216636515597,Kotak Mahindra Bank,GWXPGBHR,self,2023-11-20,True,True,none,21
BENE000324,ACC000128,Balvan Dugal,PEUG5909605673030,Union Bank of India,YVNIGBQL,family,2024-09-26,True,False,none,6
BENE000325,ACC000129,Lucky Biswas,IMCJ7683420165423,Kotak Mahindra Bank,LNPPGB8K,business_partner,2019-01-09,True,True,none,33
BENE000326,ACC000130,Isha Ramachandran,ARZT3199255027275,Union Bank of India,DZVNGBQ7,employer,2024-06-11,False,True,watchlist,30
BENE000327,ACC000131,Shravya Dass,UOUS1033682963533,IndusInd Bank,VSALGBXB,friend,2021-02-11,False,True,high_risk,15
BENE000328,ACC000131,Damyanti Thakkar,DWPU7665586851276,IndusInd Bank,LFRTGBK8,vendor,2023-02-27,False,True,high_risk,21
BENE000329,ACC000131,Lakshmi Mane,VWVN4911110961798,HDFC Bank,DUOQGBCS,vendor,2025-05-14,True,False,none,8
BENE000330,ACC000132,Siddharth Kapoor,YORM1371576605384,ICICI Bank,IVIJGB0P,business_partner,2025-09-02,False,True,high_risk,15
BENE000331,ACC000133,Oeshi Bali,AAEZ5895529638639,Union Bank of India,UMBZGB1I,unknown/first-time,2023-08-12,False,False,none,0
BENE000332,ACC000133,Oscar Rau,KQFN3128196482531,Yes Bank,CANAGBJB,self,2021-08-28,False,True,high_risk,20
BENE000333,ACC000133,Lavanya Bakshi,XXEO5233438364041,Punjab National Bank,EUAUGBGH,family,2025-11-07,False,False,none,39
BENE000334,ACC000134,Jason Chhabra,EJIF1175361706171,IndusInd Bank,GVNMGBU2,vendor,2018-01-31,False,False,none,12
BENE000335,ACC000135,Pranit Misra,AFVS9015579980284,Union Bank of India,DGTAGB8B,business_partner,2025-10-08,False,True,none,5
BENE000336,ACC000135,Tarak Patla,DGAK2312447315847,IDFC First Bank,XZPNGB6Z,business_partner,2025-06-13,False,True,watchlist,7
BENE000337,ACC000136,Zashil Ghose,GVWI6199423767694,IDFC First Bank,KTDTGBY1,family,2024-11-23,False,True,none,5
BENE000338,ACC000136,Ira Prakash,UCOF0849649856012,IndusInd Bank,ZKNZGBLW,unknown/first-time,2024-06-09,True,True,watchlist,20
BENE000339,ACC000136,Elijah Kale,VLLE5105053795381,Kotak Mahindra Bank,MJTGGB7N,family,2025-11-27,False,True,none,7
BENE000340,ACC000136,Arunima Borde,SUNV6553307704611,State Bank of India,OFTKGBYP,employer,2025-09-22,False,False,none,21
BENE000341,ACC000137,Bhavani Badami,UZSA7426088050171,Union Bank of India,ZNXJGBRU,self,2022-06-15,False,False,watchlist,24
BENE000342,ACC000137,Mugdha Buch,RYKP9064771591030,IDFC First Bank,AEDKGB1O,business_partner,2024-01-19,False,True,none,7
BENE000343,ACC000138,Gaurang Halder,XZLR0040104145964,ICICI Bank,WFESGB3H,self,2022-03-29,True,True,none,7
BENE000344,ACC000138,Eiravati Divan,YSNU7188397745731,Yes Bank,IYJWGBFW,family,2021-10-13,False,False,none,0
BENE000345,ACC000138,Samesh Brahmbhatt,CPBG0376371539885,HDFC Bank,YJWOGBJ6,employer,2025-07-25,False,True,none,27
BENE000346,ACC000139,Kalpit Kanda,LMOT8363146249127,State Bank of India,DXDHGBB3,employer,2025-12-19,False,True,none,0
BENE000347,ACC000139,Amara Balakrishnan,PVQO5418156326868,Punjab National Bank,KBOIGBXG,friend,2024-11-11,False,True,none,31
BENE000348,ACC000139,Lavanya Sami,GJGM2948978610313,Punjab National Bank,DBBSGBRP,family,2025-11-01,False,True,none,2
BENE000349,ACC000140,Harrison Majumdar,HTWW6661347323549,IDFC First Bank,JXADGBL6,unknown/first-time,2021-05-13,False,True,high_risk,36
BENE000350,ACC000140,Dalaja Khare,FKVC2257207650241,Axis Bank,FVYAGBW4,vendor,2022-10-17,False,False,none,21
BENE000351,ACC000140,Vrinda Kota,PDBA9438822114577,Axis Bank,XLRIGB5Q,business_partner,2022-03-25,True,True,watchlist,11
BENE000352,ACC000141,Tara Arya,LJWK8971480263257,IndusInd Bank,AHSXGB1X,friend,2025-11-12,False,True,high_risk,35
BENE000353,ACC000141,Gaurav Hari,MUDI8782455696443,Yes Bank,BSQWGBVH,vendor,2025-11-26,False,False,high_risk,25
BENE000354,ACC000141,Suhani Palan,JDAP2728498247414,ICICI Bank,AOBGGBSH,employer,2025-01-23,False,True,none,12
BENE000355,ACC000141,Vrinda Mohan,ANLV0042548821423,IDFC First Bank,NSCJGBOC,vendor,2024-09-01,False,True,none,37
BENE000356,ACC000142,Isha Kothari,ZVUM6614494296592,Kotak Mahindra Bank,VYGIGBI0,vendor,2025-11-11,False,True,none,28
BENE000357,ACC000143,Charvi Mody,CJSU7826612875857,State Bank of India,LNONGB03,family,2019-12-10,False,True,none,0
BENE000358,ACC000143,Avi Sama,CYET4398529894062,Union Bank of India,MVAOGB73,self,2023-11-09,False,True,none,27
BENE000359,ACC000143,Frado Bhakta,IUDK9149750198038,State Bank of India,ERXPGBIO,self,2018-11-26,False,True,high_risk,11
BENE000360,ACC000143,Charvi Mukhopadhyay,XAZP9311029181331,ICICI Bank,PAQOGBZD,employer,2023-08-13,True,True,none,9
BENE000361,ACC000144,Charita Ravel,PFHR4979162022328,HDFC Bank,XWRGGB44,self,2020-09-15,True,False,none,38
BENE000362,ACC000144,Bimala Chaudhry,SPLV4661766204719,IndusInd Bank,MASJGBC2,business_partner,2024-07-17,True,True,none,24
BENE000363,ACC000144,Isha Dewan,OXOI0258835868122,Punjab National Bank,LUXSGBV3,friend,2018-10-04,False,True,none,7
BENE000364,ACC000144,Arya Mitter,MCUP6792988425995,IDFC First Bank,STMCGBCB,family,2018-11-08,False,False,none,6
BENE000365,ACC000145,Vincent Char,VDPV7533126610941,Punjab National Bank,BXCOGBXB,unknown/first-time,2023-04-09,False,True,none,6
BENE000366,ACC000145,Ekani Chokshi,WOME9833477433268,ICICI Bank,ZZGCGBBG,unknown/first-time,2025-01-13,False,True,none,1
BENE000367,ACC000146,Bahadurjit Dey,ALYN9815287339785,IDFC First Bank,LTREGBE2,business_partner,2025-12-21,False,False,none,37
BENE000368,ACC000146,Krisha Bobal,SCEZ8411730985034,ICICI Bank,IMWLGBEK,business_partner,2025-09-20,False,True,high_risk,7
BENE000369,ACC000146,Falan Warrior,SHQT8469081974005,Union Bank of India,NIGKGBDI,unknown/first-time,2023-04-14,True,True,none,20
BENE000370,ACC000146,Forum Bhatia,HPCZ9905169918724,HDFC Bank,XBDBGB56,family,2024-12-18,True,True,none,5
BENE000371,ACC000147,Inaya Sankar,PJZH0003896087066,ICICI Bank,WENWGB19,self,2024-07-20,True,True,none,34
BENE000372,ACC000147,Jack Sarma,DTLL3560331903689,IndusInd Bank,BZAXGBPD,unknown/first-time,2020-03-31,True,True,none,33
BENE000373,ACC000147,Dakshesh Date,OFJB5593429671114,IDFC First Bank,RGPWGBWO,vendor,2021-06-08,False,False,none,33
BENE000374,ACC000148,Chasmum Peri,YRJU3845881056974,IDFC First Bank,CGEQGBOT,employer,2021-09-15,False,True,none,2
BENE000375,ACC000148,Jason Pradhan,XZEB3771070449641,HDFC Bank,BITMGB5B,family,2021-02-16,True,True,watchlist,13
BENE000376,ACC000148,Leena Sawhney,BHGM2680408509549,Union Bank of India,GYAKGB11,employer,2021-10-05,True,True,none,39
BENE000377,ACC000149,Ikbal Rama,XVJR7699842673204,IDFC First Bank,ZVICGBP8,friend,2023-03-29,True,False,none,10
BENE000378,ACC000149,Geetika Rana,BTIL4490149542770,Punjab National Bank,OAOBGBW4,self,2023-03-09,False,False,watchlist,9
BENE000379,ACC000149,Nilima Bhardwaj,SCIT8517244472322,Axis Bank,TUBHGBHC,self,2023-04-25,False,True,none,36
BENE000380,ACC000149,Yashawini Sarraf,SKBR3044058093511,IDFC First Bank,QODQGBEP,employer,2022-06-02,False,False,none,20
BENE000381,ACC000150,Eshana Prabhu,VNCU6420595565749,HDFC Bank,AFLBGBSJ,employer,2025-04-12,False,True,none,34
BENE000382,ACC000150,Hitesh Kakar,ZKQW8953690261139,IDFC First Bank,QSURGB08,vendor,2024-11-22,True,True,none,23
BENE000383,ACC000150,Charan Sodhi,VQQO5439435353751,Kotak Mahindra Bank,WHOXGB0X,family,2025-03-26,False,True,none,24
BENE000384,ACC000150,Indira Tiwari,CLUP9376392836929,IndusInd Bank,IZJKGBUH,self,2025-01-05,True,True,none,19
BENE000385,ACC000151,Nilima Sama,QESP3270216487120,IDFC First Bank,NAWFGBEI,friend,2025-10-21,True,True,none,38
BENE000386,ACC000151,Pahal Pandya,EMWR3415599910157,HDFC Bank,NUOXGB1S,family,2024-03-05,True,False,none,34
BENE000387,ACC000151,Krish Goswami,XYSQ1209957657289,Union Bank of India,IYDHGBT5,business_partner,2024-07-15,False,False,none,16
BENE000388,ACC000151,Chanakya Vasa,QSQN4565220368499,IDFC First Bank,KDLJGBKH,unknown/first-time,2023-06-27,True,True,none,36
BENE000389,ACC000152,Anusha Sur,OHFJ4913421388209,Yes Bank,BRRZGBMA,unknown/first-time,2025-07-25,True,True,none,26
BENE000390,ACC000152,Atharv Pingle,GJSN7827411767412,Punjab National Bank,IXVDGBWF,family,2024-11-04,False,True,none,32
BENE000391,ACC000152,Falan Narain,FQKI7815061853800,Kotak Mahindra Bank,HESMGBOM,vendor,2025-01-07,False,True,none,5
BENE000392,ACC000153,Upma Doshi,PFXP4231830617893,Yes Bank,WFBNGBQY,business_partner,2018-06-22,False,True,none,15
BENE000393,ACC000153,Ikshita Sule,QVFJ3477695874131,State Bank of India,YYJNGB2U,employer,2017-11-30,True,True,none,35
BENE000394,ACC000153,Pavani D’Alia,FOKV1562779630448,HDFC Bank,GZNBGB9U,vendor,2025-08-04,False,True,none,32
BENE000395,ACC000154,Eesha Sabharwal,MZON6404735047639,HDFC Bank,FRGYGBHV,employer,2020-12-20,False,True,none,34
BENE000396,ACC000155,Anmol Bail,ZMCY5581083583286,IDFC First Bank,WHJZGBKX,unknown/first-time,2024-12-11,True,False,high_risk,33
BENE000397,ACC000155,Odika Kale,RXHA0081867024403,State Bank of India,UYWHGBCR,self,2025-08-21,True,True,none,3
BENE000398,ACC000155,Krishna Rattan,EXIC1186008921963,Punjab National Bank,TJZKGB16,vendor,2025-03-21,False,True,high_risk,21
BENE000399,ACC000156,Chasmum Mahal,OGDI9764613684748,ICICI Bank,QHMAGB5Z,friend,2024-03-31,False,False,none,13
BENE000400,ACC000156,Hritik Sethi,HSAM3757914521182,Union Bank of India,GPSHGBFJ,vendor,2023-11-25,True,True,watchlist,32
BENE000401,ACC000157,Urvashi Virk,XSYH0746452059960,Union Bank of India,IWGYGB95,business_partner,2024-10-06,False,True,none,39
BENE000402,ACC000158,Dhriti Keer,KOWP8811616202812,Kotak Mahindra Bank,GODBGB15,friend,2022-06-14,False,True,none,11
BENE000403,ACC000158,Vidhi Dey,XRNM0416448595922,Yes Bank,JQVGGBX7,self,2022-05-27,False,False,none,5
BENE000404,ACC000158,Urmi Shere,GKXX2287056227104,IDFC First Bank,WGGWGBG8,family,2025-01-13,False,True,watchlist,0
